user_id,habit_type,activity_type,difficulty_level,streak_length,missed_days_last_7,checkin_hour_avg,engagement_freq,days_since_last,goal_age_days,pomodoro_sessions,pomodoro_completion_rate,overall_risk,activity_specific_risk
2,studying,self_care,medium,9,0,5,0.684,0,51,4,0.72,0,0
2,sleep,indoor,low,9,2,14,0.582,0,167,0,0.0,0,0
2,hydration,self_care,low,18,2,11,0.46,0,172,0,0.0,0,0
2,hydration,outdoor,medium,13,3,13,0.759,5,166,0,0.0,0,0
2,hydration,self_care,high,17,3,15,0.529,4,13,0,0.0,0,0
2,journaling,self_care,medium,10,4,18,0.855,4,112,0,0.0,0,0
2,studying,outdoor,low,7,2,18,0.644,1,61,0,0.514,0,0
2,exercise,screen_based,low,3,4,14,0.964,3,162,0,0.0,0,0
2,studying,screen_based,low,3,2,9,0.635,1,165,0,0.373,0,0
2,journaling,self_care,low,13,4,19,0.538,6,72,0,0.0,0,1
2,hydration,self_care,medium,15,0,5,0.759,2,149,0,0.0,0,0
2,studying,outdoor,medium,13,2,19,0.587,0,66,5,0.864,0,0
2,journaling,outdoor,low,3,4,5,0.558,5,11,0,0.0,0,0
2,journaling,self_care,medium,7,1,14,0.713,0,86,0,0.0,0,0
2,exercise,outdoor,medium,10,1,15,0.607,1,63,0,0.0,0,0
2,exercise,screen_based,medium,19,2,16,0.749,2,140,0,0.0,0,0
2,studying,indoor,low,4,3,14,0.486,3,18,1,0.225,0,0
2,studying,screen_based,low,2,3,17,0.628,0,44,0,0.669,0,0
2,exercise,indoor,medium,9,1,12,0.59,0,151,0,0.0,0,0
2,sleep,self_care,low,15,3,6,0.712,3,111,0,0.0,0,0
2,hydration,self_care,low,11,3,13,0.644,3,83,0,0.0,0,0
2,studying,self_care,medium,17,2,15,0.683,1,115,0,0.458,0,0
2,sleep,indoor,low,4,0,21,0.779,0,167,0,0.0,0,0
2,sleep,screen_based,low,12,1,7,0.777,2,15,0,0.0,0,0
2,exercise,outdoor,high,12,1,20,0.397,0,49,0,0.0,0,0
2,hydration,self_care,high,10,3,18,0.66,2,40,0,0.0,0,0
2,exercise,self_care,low,5,1,14,0.76,1,150,0,0.0,0,0
2,journaling,outdoor,medium,8,0,16,0.574,0,101,0,0.0,0,0
2,hydration,screen_based,medium,8,3,8,0.646,0,42,0,0.0,0,0
2,sleep,self_care,low,14,3,13,0.639,4,143,0,0.0,0,0
2,hydration,self_care,medium,4,1,8,0.701,0,25,0,0.0,0,0
2,journaling,screen_based,medium,13,1,7,0.445,4,55,0,0.0,0,0
2,journaling,outdoor,medium,3,3,15,0.504,1,166,0,0.0,0,0
2,hydration,indoor,medium,11,6,11,0.79,4,124,0,0.0,0,1
2,sleep,indoor,low,18,2,11,0.719,0,38,0,0.0,0,0
2,exercise,outdoor,low,18,5,13,0.443,2,76,0,0.0,0,0
2,journaling,indoor,medium,13,0,7,0.693,0,50,0,0.0,0,0
2,hydration,screen_based,medium,0,1,19,0.613,0,83,0,0.0,0,0
2,sleep,screen_based,medium,11,1,12,0.741,0,146,0,0.0,0,0
2,journaling,screen_based,high,8,0,10,0.687,0,127,0,0.0,0,0
2,hydration,self_care,medium,12,2,8,0.708,3,148,0,0.0,0,0
2,sleep,screen_based,low,7,2,7,0.678,2,81,0,0.0,0,0
2,journaling,outdoor,medium,14,6,9,0.694,5,92,0,0.0,0,1
2,journaling,outdoor,medium,17,0,18,0.723,2,164,0,0.0,0,0
2,studying,self_care,low,8,4,5,0.608,5,31,2,0.716,0,0
2,exercise,self_care,medium,5,2,19,0.571,1,31,0,0.0,0,0
2,journaling,indoor,medium,11,3,10,0.356,3,152,0,0.0,0,0
2,exercise,screen_based,medium,6,3,22,0.586,1,17,0,0.0,0,0
2,exercise,screen_based,medium,8,2,8,0.614,1,10,0,0.0,0,0
2,sleep,indoor,medium,17,0,9,0.705,0,69,0,0.0,0,0
2,journaling,screen_based,medium,8,1,9,0.555,2,92,0,0.0,0,0
2,hydration,outdoor,medium,8,3,9,0.615,0,88,0,0.0,0,0
2,exercise,self_care,medium,12,1,8,0.574,2,123,0,0.0,0,0
2,hydration,self_care,low,18,3,14,0.632,4,48,0,0.0,0,0
2,exercise,indoor,high,7,4,5,0.812,3,35,0,0.0,0,0
2,hydration,outdoor,low,11,4,21,0.739,6,85,0,0.0,0,0
2,journaling,screen_based,medium,14,1,12,0.61,4,83,0,0.0,0,0
2,sleep,screen_based,medium,7,4,23,0.434,2,149,0,0.0,0,0
2,studying,self_care,medium,19,0,21,0.576,0,118,4,0.48,0,0
2,sleep,indoor,medium,9,2,22,0.66,3,175,0,0.0,0,0
2,hydration,indoor,low,5,2,6,0.59,3,150,0,0.0,0,0
2,studying,outdoor,low,5,0,16,0.461,3,28,2,0.568,0,0
2,exercise,screen_based,medium,16,2,17,0.394,2,155,0,0.0,0,0
2,exercise,outdoor,high,17,3,15,0.653,1,92,0,0.0,0,0
2,sleep,outdoor,medium,8,3,19,0.626,2,56,0,0.0,0,0
2,studying,screen_based,high,13,5,23,0.905,5,124,4,0.624,0,1
2,exercise,screen_based,low,19,3,12,0.634,3,138,0,0.0,0,0
2,studying,self_care,high,4,4,6,0.663,5,161,4,0.502,0,1
2,journaling,self_care,low,7,3,20,0.643,2,81,0,0.0,0,0
3,studying,indoor,low,18,2,9,0.52,0,160,0,0.378,0,0
3,exercise,self_care,medium,8,5,8,0.476,4,61,0,0.0,0,1
3,hydration,outdoor,high,13,3,17,0.439,1,156,0,0.0,0,0
3,journaling,outdoor,high,12,3,21,0.484,0,100,0,0.0,0,0
3,sleep,outdoor,medium,13,5,20,0.375,3,10,0,0.0,0,1
3,studying,screen_based,medium,6,5,14,0.625,7,67,2,0.174,0,1
3,exercise,screen_based,high,5,1,9,0.375,1,80,0,0.0,0,0
3,journaling,outdoor,medium,9,4,8,0.398,3,63,0,0.0,0,0
3,exercise,outdoor,low,3,2,16,0.207,0,76,0,0.0,0,0
3,sleep,indoor,high,9,3,11,0.533,0,167,0,0.0,0,0
3,hydration,self_care,medium,9,4,9,0.376,1,63,0,0.0,0,0
3,hydration,indoor,low,2,4,16,0.729,2,95,0,0.0,0,0
3,sleep,indoor,low,6,3,21,0.385,3,39,0,0.0,0,0
3,exercise,indoor,high,7,4,5,0.657,4,104,0,0.0,0,1
3,hydration,indoor,low,2,4,19,0.408,6,82,0,0.0,0,1
3,journaling,screen_based,medium,4,2,19,0.325,1,116,0,0.0,0,0
3,exercise,screen_based,high,6,4,21,0.436,4,32,0,0.0,0,1
3,hydration,indoor,low,1,2,22,0.384,3,173,0,0.0,0,0
3,studying,screen_based,medium,5,3,8,0.352,2,47,0,0.271,0,0
3,sleep,screen_based,low,9,5,11,0.22,8,136,0,0.0,1,1
3,studying,indoor,high,6,3,10,0.49,1,10,2,0.358,0,0
3,sleep,screen_based,medium,10,3,5,0.347,3,137,0,0.0,0,0
3,journaling,indoor,high,5,2,23,0.411,2,140,0,0.0,0,0
3,journaling,self_care,high,10,5,16,0.339,3,137,0,0.0,0,1
3,journaling,outdoor,low,13,4,13,0.395,3,40,0,0.0,0,0
3,studying,screen_based,low,1,6,15,0.501,8,114,0,0.539,1,1
3,sleep,self_care,medium,6,2,12,0.319,2,7,0,0.0,0,0
3,studying,self_care,high,5,2,11,0.377,4,151,2,0.551,0,0
3,studying,screen_based,medium,7,2,7,0.425,3,78,4,0.383,0,0
3,studying,self_care,low,6,3,17,0.546,3,34,3,0.36,0,0
3,journaling,screen_based,high,10,2,13,0.45,0,36,0,0.0,0,0
3,sleep,self_care,low,13,2,6,0.457,1,14,0,0.0,0,0
3,sleep,indoor,medium,8,3,20,0.579,3,75,0,0.0,0,0
3,journaling,indoor,medium,10,4,16,0.762,4,174,0,0.0,0,0
3,journaling,outdoor,medium,14,4,10,0.306,7,57,0,0.0,0,1
3,journaling,indoor,medium,9,1,7,0.338,0,179,0,0.0,0,0
3,journaling,outdoor,low,10,3,22,0.253,2,159,0,0.0,0,0
3,sleep,indoor,medium,7,0,21,0.291,0,90,0,0.0,0,0
3,exercise,indoor,low,15,3,13,0.767,3,113,0,0.0,0,0
3,sleep,self_care,low,3,4,11,0.18,4,47,0,0.0,0,1
3,exercise,self_care,medium,4,1,16,0.249,0,115,0,0.0,0,0
3,exercise,self_care,low,12,4,5,0.508,3,74,0,0.0,0,0
3,journaling,outdoor,low,15,7,13,0.542,6,149,0,0.0,0,1
3,hydration,screen_based,medium,13,4,13,0.745,4,57,0,0.0,0,0
3,sleep,screen_based,high,5,4,13,0.452,2,87,0,0.0,0,0
3,journaling,screen_based,medium,7,2,10,0.261,1,158,0,0.0,0,0
3,journaling,indoor,medium,19,2,16,0.308,0,128,0,0.0,0,0
3,hydration,self_care,high,0,2,8,0.58,0,63,0,0.0,0,0
3,journaling,indoor,medium,1,3,5,0.455,2,71,0,0.0,0,0
3,journaling,screen_based,low,16,6,15,0.414,5,132,0,0.0,0,1
3,sleep,indoor,medium,0,5,22,0.384,7,115,0,0.0,1,1
3,exercise,outdoor,low,12,3,14,0.426,2,113,0,0.0,0,0
3,studying,outdoor,low,8,2,14,0.433,2,43,0,0.096,0,0
3,journaling,outdoor,high,8,4,9,0.304,1,74,0,0.0,0,0
3,exercise,indoor,medium,18,4,6,0.587,3,48,0,0.0,0,0
3,exercise,screen_based,low,20,4,23,0.378,4,74,0,0.0,0,0
3,sleep,self_care,medium,5,4,12,0.542,5,88,0,0.0,0,1
3,sleep,self_care,medium,6,2,23,0.371,1,170,0,0.0,0,0
3,studying,indoor,medium,5,0,13,0.448,0,26,1,0.263,0,0
3,journaling,self_care,medium,0,3,19,0.29,7,157,0,0.0,1,1
3,studying,screen_based,high,16,2,23,0.554,1,98,4,0.694,0,0
3,exercise,screen_based,low,15,3,19,0.56,2,19,0,0.0,0,0
3,exercise,screen_based,medium,22,4,7,0.498,5,175,0,0.0,0,1
3,sleep,outdoor,low,5,5,17,0.525,5,43,0,0.0,0,1
3,exercise,self_care,medium,12,4,6,0.465,2,15,0,0.0,0,0
3,journaling,outdoor,low,11,1,17,0.665,2,40,0,0.0,0,0
3,exercise,screen_based,medium,6,3,10,0.44,5,150,0,0.0,0,0
3,journaling,outdoor,low,0,2,18,0.327,0,142,0,0.0,0,0
3,studying,outdoor,low,0,3,23,0.442,3,27,4,0.243,0,0
3,sleep,screen_based,medium,21,1,22,0.462,0,166,0,0.0,0,0
3,hydration,self_care,low,2,2,12,0.459,0,65,0,0.0,0,0
3,hydration,self_care,medium,4,3,19,0.458,2,55,0,0.0,0,0
3,sleep,screen_based,low,13,5,22,0.464,6,94,0,0.0,0,1
3,sleep,outdoor,low,3,5,13,0.346,4,153,0,0.0,0,1
3,studying,outdoor,low,10,4,16,0.423,5,118,0,0.491,0,0
3,hydration,indoor,medium,17,5,16,0.588,6,167,0,0.0,0,1
3,studying,indoor,medium,22,3,7,0.436,0,47,0,0.408,0,0
3,studying,self_care,low,7,4,20,0.6,0,136,3,0.391,0,0
3,sleep,self_care,medium,0,5,7,0.331,5,24,0,0.0,1,1
3,journaling,outdoor,medium,18,2,21,0.422,2,19,0,0.0,0,0
3,hydration,indoor,low,0,2,10,0.123,1,117,0,0.0,0,0
3,sleep,self_care,medium,8,3,20,0.505,3,71,0,0.0,0,0
3,sleep,self_care,low,10,5,9,0.356,4,168,0,0.0,0,1
3,exercise,indoor,medium,0,4,8,0.277,5,141,0,0.0,1,1
3,studying,indoor,medium,11,5,8,0.359,3,65,2,0.524,0,1
3,exercise,outdoor,medium,4,3,13,0.652,4,110,0,0.0,0,0
3,exercise,self_care,high,12,4,16,0.361,3,65,0,0.0,0,1
3,hydration,indoor,medium,11,6,8,0.395,6,110,0,0.0,0,1
3,journaling,screen_based,low,12,3,13,0.219,2,53,0,0.0,0,0
3,hydration,outdoor,low,2,3,18,0.509,3,21,0,0.0,0,0
3,exercise,outdoor,low,7,5,10,0.623,1,9,0,0.0,0,0
3,exercise,self_care,low,6,4,22,0.495,1,95,0,0.0,0,0
3,studying,screen_based,low,9,3,6,0.37,3,65,0,0.677,0,0
3,hydration,outdoor,medium,8,2,15,0.539,0,71,0,0.0,0,0
3,sleep,screen_based,high,12,4,9,0.481,5,42,0,0.0,0,1
3,journaling,self_care,medium,5,4,9,0.447,6,28,0,0.0,0,1
3,studying,indoor,medium,29,1,7,0.402,4,154,1,0.338,0,0
3,hydration,outdoor,medium,0,6,6,0.529,4,151,0,0.0,1,1
3,exercise,indoor,high,0,6,23,0.755,6,32,0,0.0,1,1
3,studying,indoor,medium,7,5,22,0.621,4,149,2,0.241,0,1
4,studying,self_care,high,0,4,6,0.51,4,170,0,0.644,0,1
4,journaling,screen_based,medium,5,3,13,0.44,3,101,0,0.0,0,0
4,sleep,indoor,medium,5,3,23,0.331,1,9,0,0.0,0,0
4,journaling,self_care,low,14,5,22,0.404,7,64,0,0.0,0,1
4,exercise,indoor,low,5,3,12,0.406,0,28,0,0.0,0,0
4,sleep,self_care,low,20,4,21,0.393,4,15,0,0.0,0,0
4,studying,self_care,low,13,1,9,0.342,2,155,1,0.318,0,0
4,sleep,screen_based,medium,15,5,11,0.453,6,157,0,0.0,0,1
4,exercise,outdoor,low,7,3,21,0.516,1,87,0,0.0,0,0
4,journaling,self_care,medium,9,4,8,0.415,2,38,0,0.0,0,0
4,hydration,indoor,low,0,3,5,0.531,4,127,0,0.0,0,0
4,sleep,self_care,low,20,3,7,0.494,2,70,0,0.0,0,0
4,studying,self_care,low,10,4,23,0.641,5,8,0,0.462,0,0
4,studying,outdoor,high,7,3,9,0.511,0,81,4,0.234,0,0
4,sleep,indoor,medium,5,3,13,0.574,1,118,0,0.0,0,0
4,studying,outdoor,low,8,2,19,0.522,2,141,2,0.408,0,0
4,exercise,self_care,high,11,3,10,0.457,3,72,0,0.0,0,0
4,hydration,indoor,high,1,4,7,0.507,1,77,0,0.0,0,0
4,hydration,outdoor,medium,3,2,11,0.47,2,177,0,0.0,0,0
4,studying,indoor,high,8,2,6,0.686,1,117,4,0.614,0,0
4,sleep,screen_based,low,15,4,8,0.503,4,129,0,0.0,0,0
4,hydration,outdoor,medium,7,3,23,0.523,0,170,0,0.0,0,0
4,sleep,outdoor,medium,6,4,19,0.445,2,91,0,0.0,0,0
4,journaling,indoor,medium,10,1,11,0.586,2,174,0,0.0,0,0
4,sleep,indoor,high,4,2,15,0.362,0,46,0,0.0,0,0
4,exercise,outdoor,medium,18,5,8,0.516,5,25,0,0.0,0,1
4,studying,screen_based,medium,12,1,23,0.568,2,14,1,0.682,0,0
4,exercise,outdoor,medium,14,3,10,0.433,4,129,0,0.0,0,0
4,hydration,self_care,medium,12,4,11,0.249,3,10,0,0.0,0,1
4,exercise,screen_based,medium,6,5,20,0.559,3,44,0,0.0,0,0
4,exercise,indoor,medium,14,4,8,0.433,6,135,0,0.0,0,1
4,journaling,self_care,medium,0,4,17,0.48,3,94,0,0.0,0,0
4,exercise,self_care,medium,0,2,13,0.331,0,67,0,0.0,0,0
4,studying,indoor,medium,11,3,13,0.52,4,164,2,0.323,0,0
4,exercise,self_care,medium,6,3,5,0.572,4,24,0,0.0,0,0
4,sleep,outdoor,low,7,4,6,0.427,2,170,0,0.0,0,0
4,sleep,outdoor,medium,0,2,5,0.712,3,39,0,0.0,0,0
4,studying,screen_based,medium,4,4,6,0.462,0,135,1,0.751,0,0
4,exercise,indoor,medium,9,4,21,0.411,4,13,0,0.0,0,1
4,exercise,indoor,low,24,2,20,0.581,4,130,0,0.0,0,0
4,sleep,outdoor,medium,16,3,23,0.502,3,114,0,0.0,0,0
4,sleep,screen_based,medium,11,3,12,0.584,2,36,0,0.0,0,0
4,hydration,screen_based,low,1,3,21,0.517,3,122,0,0.0,0,0
4,exercise,outdoor,medium,7,5,12,0.379,3,70,0,0.0,0,1
4,studying,screen_based,medium,19,3,15,0.578,4,97,2,0.508,0,0
4,sleep,self_care,medium,9,2,17,0.197,4,118,0,0.0,0,0
4,hydration,self_care,low,15,6,10,0.525,4,15,0,0.0,0,1
4,exercise,outdoor,high,12,5,14,0.499,6,68,0,0.0,0,1
4,journaling,outdoor,medium,4,6,16,0.504,4,136,0,0.0,0,1
4,hydration,self_care,medium,21,5,22,0.332,4,29,0,0.0,0,1
4,sleep,self_care,medium,22,4,18,0.55,2,179,0,0.0,0,0
4,exercise,screen_based,medium,14,1,10,0.537,1,29,0,0.0,0,0
4,journaling,outdoor,medium,3,0,18,0.274,0,126,0,0.0,0,0
4,hydration,self_care,low,13,3,10,0.539,2,131,0,0.0,0,0
4,studying,self_care,high,23,2,15,0.323,0,41,4,0.372,0,0
4,studying,outdoor,low,2,4,19,0.537,6,166,1,0.462,0,1
4,studying,self_care,medium,0,1,15,0.389,1,25,0,0.523,0,0
4,sleep,self_care,medium,7,5,9,0.281,7,65,0,0.0,1,1
4,studying,indoor,high,15,4,15,0.653,5,38,0,0.62,0,1
4,hydration,self_care,high,9,1,23,0.591,2,156,0,0.0,0,0
4,sleep,self_care,high,1,3,18,0.398,3,99,0,0.0,0,0
4,hydration,self_care,medium,0,0,17,0.494,0,162,0,0.0,0,0
4,exercise,outdoor,medium,11,3,15,0.65,5,174,0,0.0,0,0
4,journaling,self_care,low,10,3,15,0.538,0,68,0,0.0,0,0
4,exercise,screen_based,high,13,2,23,0.386,3,169,0,0.0,0,0
4,journaling,indoor,high,10,3,11,0.447,4,116,0,0.0,0,0
4,exercise,screen_based,medium,13,4,22,0.24,4,104,0,0.0,0,1
4,journaling,outdoor,low,0,3,15,0.406,0,110,0,0.0,0,0
4,exercise,outdoor,low,6,5,9,0.341,2,42,0,0.0,0,0
4,hydration,outdoor,high,14,6,12,0.316,5,16,0,0.0,0,1
4,studying,self_care,low,4,3,14,0.414,0,63,0,0.254,0,0
4,exercise,indoor,medium,16,4,11,0.558,3,69,0,0.0,0,0
4,exercise,indoor,medium,0,6,23,0.696,7,44,0,0.0,1,1
4,journaling,screen_based,low,7,4,12,0.665,2,68,0,0.0,0,0
4,exercise,indoor,high,10,1,8,0.784,0,101,0,0.0,0,0
