streak_length,missed_days_last_7,checkin_hour_avg,engagement_freq,days_since_last,goal_age_days,label
39,7,3,0.023561248285174086,13,55,0
11,0,6,0.43129839459785024,9,144,0
30,2,10,0.5076196123586239,6,46,0
55,3,9,0.07064261592754122,0,132,0
9,7,8,0.7849921000234465,9,54,0
50,4,13,0.09719091114845124,10,39,0
10,5,12,0.5792785975334815,10,160,0
34,1,9,0.8272473498320259,5,39,0
26,6,16,0.6714311090856234,2,122,0
56,1,8,0.4306283017879797,18,115,0
14,0,14,0.9065191922155448,13,26,0
48,6,11,1.0,10,136,0
39,7,16,0.9373333879652164,11,49,0
43,3,22,0.8721943166038972,9,108,0
14,0,15,0.9849394896590474,14,24,0
21,1,20,0.7239491879370872,3,82,0
22,0,4,0.5590030635978448,9,167,0
9,7,17,0.18398606418615288,7,153,0
56,3,18,0.42233537864129644,8,106,0
60,0,10,0.6827671111001794,11,125,0
2,0,23,0.5722880436218147,2,128,0
8,5,7,0.2926251966152519,8,69,0
32,5,3,0.9761360293634781,8,133,0
23,7,15,0.6167725498715659,8,58,0
1,0,22,0.7638976163600477,1,105,0
47,4,7,0.7168181011114305,0,64,0
0,0,13,1.0,0,111,0
53,6,7,0.6976554915850443,0,161,0
53,0,17,0.9677182688817463,11,168,0
6,0,12,0.9361635248158037,3,8,0
16,7,3,1.0,15,39,0
5,4,20,0.30634433984980436,2,47,0
3,7,10,0.11696800944649129,3,45,0
20,6,10,0.5949980748189958,5,166,0
23,6,17,0.9700927722787646,7,109,0
38,4,15,0.13074431216046037,0,24,0
34,1,2,0.43796575484828704,0,97,0
11,4,8,0.4830646321709647,2,70,0
24,5,6,0.9020370505320431,1,22,0
35,3,18,0.818149992007738,10,35,0
31,0,18,0.7339999750877456,13,154,0
21,4,9,0.18238998227506528,2,89,0
23,5,17,0.878944876492007,0,147,0
45,3,4,0.2942943674036285,9,151,0
72,3,7,0.9771274538043301,1,57,0
7,7,8,0.4528013165087266,6,59,0
45,2,13,0.2440723689568045,5,149,0
60,1,14,0.9186237907878291,4,23,0
6,0,14,0.8759844162493525,6,148,0
23,3,21,0.3698240867314695,13,23,0
32,1,4,0.3116656965278048,0,96,0
53,1,10,0.17591422733900106,14,75,0
45,6,9,0.862632935179309,8,150,0
20,3,4,0.5241439886060945,7,50,0
35,0,10,0.8028841982858846,13,159,0
11,4,0,0.20619435939831576,11,105,0
15,0,10,0.7178511168267557,8,123,0
32,5,5,0.5746737956800263,7,69,0
53,3,22,0.3495688148588967,14,92,0
60,3,20,0.919887037738715,13,164,0
54,7,13,0.9234342299394757,12,122,0
33,1,6,0.32603955376991156,0,75,0
14,0,21,0.6179147887844016,8,78,0
23,5,13,0.7125183533204251,12,114,0
45,3,2,0.5253128979377749,1,126,0
24,2,7,1.0,4,160,0
43,4,11,0.47062108560188787,12,134,0
55,7,21,0.33979876246170065,11,110,0
16,3,12,0.3533312016378388,16,20,0
40,4,16,0.7986625565076244,7,26,0
13,4,6,0.8998791500968065,8,31,0
10,5,5,0.2401391371856259,10,87,0
22,2,5,0.06957842737861872,15,83,0
58,7,16,0.348157732134765,7,1,0
8,3,19,0.7645325515937765,2,1,0
52,0,9,0.7301146617629319,8,63,0
33,7,22,0.29331257744368855,0,74,0
10,0,19,0.88168829269743,3,77,0
51,4,6,0.3848404423706442,0,130,0
35,3,6,0.8874279706633215,8,160,0
19,2,10,0.4932939022242328,2,67,0
41,2,6,0.8411703343722451,10,35,0
51,0,15,0.6287720374074395,5,147,0
33,0,23,0.8452834682156409,1,128,0
45,0,19,0.7828560709359716,11,56,0
14,0,12,0.19589926141223507,0,140,0
58,2,4,0.5731586072244355,9,60,0
29,6,6,0.2859062704812447,4,164,0
63,0,10,0.9546870210119756,13,27,0
22,0,19,0.39755014522568494,5,77,0
49,3,12,0.1287051401596508,13,56,0
36,0,18,0.8896840624186135,11,51,0
47,2,8,0.4922491660914233,2,152,0
38,7,6,0.17309675260562868,13,35,0
3,2,17,0.829902397023673,1,151,0
23,2,12,0.06531910630310767,0,74,0
49,5,10,0.09189888713277553,10,39,0
19,5,6,0.38998558008002104,0,40,0
26,5,23,0.44094886625934715,5,113,0
53,7,11,0.997106777207328,12,156,0
17,1,18,0.6986448232965915,0,84,0
9,0,10,0.7968246385359992,5,14,0
24,0,23,0.17015768142963428,10,141,0
48,5,19,0.36959655856510487,6,92,0
61,2,22,0.3178998232907358,11,116,0
17,0,13,0.8496368278461892,12,43,0
10,7,8,1.0,10,48,0
35,7,16,0.4387688848780077,7,97,0
54,2,6,0.1876344242515296,11,114,0
33,0,1,0.9290031722654244,3,124,0
60,3,7,0.2217452308650506,13,119,0
41,7,23,0.14392456934746112,0,90,0
5,0,20,0.49969776146595873,5,108,0
3,0,15,0.2524409679657374,3,18,0
11,4,8,0.44543602969516405,8,65,0
7,2,16,0.39334266288310754,0,72,0
42,6,7,0.011904729518982166,6,70,0
25,5,6,0.4031917849936749,4,172,0
28,4,6,0.4460807317539549,2,145,0
27,5,10,1.0,4,44,0
29,3,4,0.5979679266157606,13,51,0
48,0,18,0.379028142001564,7,50,0
26,0,22,0.6195804372557744,7,101,0
6,2,12,0.19154301430024612,6,16,0
15,3,2,0.958814728452344,15,120,0
27,2,13,0.0,4,73,0
66,0,15,0.1457434485026055,12,59,0
27,7,16,0.9338831522972154,7,100,0
49,7,10,0.9489390867449236,14,130,0
8,2,13,0.9213409044059173,4,165,0
57,2,2,0.18864421398246883,2,60,0
44,3,3,0.9598726717449974,6,174,0
38,4,20,1.0,9,148,0
43,2,8,0.7477712964451166,15,58,0
11,0,9,0.557958801224554,8,182,0
58,3,22,0.6421903004374954,0,155,0
62,7,22,0.3146536680918105,7,23,0
17,3,23,0.7033293459148275,11,33,0
12,7,22,0.3049936617211873,6,56,0
36,3,21,0.7845432199393375,0,122,0
17,0,21,0.2201164844480565,17,1,0
56,1,20,0.7618991431657012,0,156,0
29,4,3,0.9342317039858424,1,133,0
36,1,3,0.3646500407797567,0,70,0
54,1,16,0.9814591763827897,6,23,0
55,4,8,0.8031654657572915,1,69,0
58,0,14,0.7659219239794325,14,36,0
43,2,9,0.5829511691663137,8,72,0
24,0,15,0.9980099043795606,8,56,0
11,3,8,1.0,6,40,0
23,7,6,0.0801172633593848,8,159,0
19,0,10,0.92073878938121,0,66,0
35,4,7,0.5814664309165086,8,81,0
59,0,23,0.20070312426649994,11,104,0
12,7,16,0.45774434235929434,9,41,0
37,4,23,0.3076888410154133,4,124,0
58,3,7,1.0,0,57,0
42,1,16,0.22154186471508142,0,139,0
60,1,6,0.6060443538802094,8,51,0
3,0,19,0.8782283727814743,0,88,0
59,6,21,0.23833274126385473,7,7,0
42,0,7,1.0,6,94,0
22,0,18,0.6232153809979785,10,115,0
19,3,23,0.9237926684328792,3,126,0
22,2,16,0.5479345132776053,4,167,0
24,2,16,0.7482219275165333,9,53,0
13,3,5,1.0,13,107,0
22,1,18,0.884104936534305,12,46,0
41,7,5,0.5720854654801892,4,58,0
12,5,4,0.7936468736951863,12,22,0
21,5,22,0.6960270227036438,12,60,0
3,6,17,0.6124346166446906,3,45,0
51,7,15,0.08073167078205637,9,46,0
47,3,19,0.29817517147564415,12,84,0
49,3,16,0.777405587114656,10,40,0
6,6,6,0.0,6,47,0
52,4,20,0.9534854066672891,11,177,0
21,7,14,0.7916223389733821,13,52,0
1,0,11,0.5080587854446654,0,34,0
28,4,5,0.9554194144257934,14,44,0
9,1,18,0.5131671402584873,6,130,0
51,7,12,0.8413078068867572,14,117,0
12,4,4,0.5908353899434788,1,75,0
55,0,14,0.20575013324657823,13,82,0
1,1,21,0.9691644501326973,0,27,0
45,3,8,0.7420421571861022,4,58,0
52,3,17,0.9007632881686276,2,24,0
43,0,19,0.9962742593224292,11,154,0
18,0,4,0.6047237943179286,10,169,0
59,2,18,0.266592978598911,3,145,0
27,0,20,0.07331073462882419,13,1,0
38,3,22,0.5304190998294002,5,95,0
20,7,15,0.6530809661097409,6,80,0
13,7,9,0.5557606945034236,12,137,0
57,6,11,0.6443004504026628,9,152,0
4,5,18,0.4487814552312735,0,54,0
24,0,5,0.9628737929984769,3,13,0
10,0,18,0.7825120504281087,10,43,0
46,6,7,0.3455044296827191,5,31,0
32,2,21,0.9558230621327197,12,41,0
17,1,20,0.20004097416433006,6,17,0
14,6,9,0.9006756743646092,4,145,0
47,1,20,0.8626745071811848,6,40,0
6,0,17,0.8161614847393492,0,91,0
34,0,15,0.32846002160254595,7,134,0
10,5,20,0.31219468088480545,4,27,0
46,1,4,0.48474520756802014,2,130,0
24,0,16,0.9047391225061248,13,29,0
61,1,18,0.1697261358712618,9,116,0
7,0,6,0.6152572752934325,3,9,0
28,1,21,0.4607756761624907,17,96,0
29,1,9,0.3766929967139572,4,73,0
15,1,13,0.3687135496792827,2,133,0
69,3,13,0.6540631938990665,11,150,0
15,2,10,0.3874435809860346,13,58,0
61,7,20,0.9982133626831861,9,164,0
24,7,19,0.35182653675319187,15,16,0
22,4,6,0.9506353865930354,16,97,0
41,4,7,0.8821709727043172,10,96,0
14,4,13,0.39346935858737475,14,104,0
21,3,23,0.5184833234322777,9,96,0
54,3,13,0.7567977720009984,9,125,0
55,0,18,0.20802509571184216,14,107,0
16,4,7,0.17859483028174722,13,87,0
53,3,5,0.5359468236684871,15,50,0
13,7,18,0.609984654439624,10,100,0
63,3,12,0.9445897074773294,10,166,0
0,0,17,0.539908029837702,0,111,0
62,0,18,0.6900260187288031,8,129,0
38,0,19,0.785884776323944,10,170,0
5,4,5,0.19605780596706449,4,89,0
30,2,20,0.34944313320391157,6,117,0
36,3,18,0.8021847423374872,11,141,0
45,6,9,0.7843061251068735,3,52,0
8,7,10,0.022357112012677025,2,58,0
43,3,23,0.8415600006602548,0,100,0
13,5,20,0.4838721658925746,0,36,0
25,7,19,0.9334907071994192,0,161,0
8,2,16,0.8234925523296329,3,74,0
12,4,18,0.4712718539214659,3,21,0
25,3,12,0.5977524425811426,7,149,0
39,6,10,0.7382277391254682,8,57,0
45,2,19,0.8870127634246726,0,129,0
11,1,12,0.6280996099692862,11,68,0
48,2,18,0.76210204842281,2,158,0
43,0,16,0.39502103147096457,7,143,0
53,0,16,0.4846506924952769,5,63,0
18,1,13,0.8748719306290609,2,41,0
9,3,15,0.9752451149939392,5,167,0
48,7,11,0.18629926490290963,9,52,0
24,0,4,0.5259611395418751,5,138,0
36,7,6,0.17908736531279612,11,46,0
51,6,16,0.0,6,166,0
14,2,7,0.0,9,75,0
53,6,7,0.5940448668097701,0,162,0
3,7,23,0.3609155928454863,3,67,0
53,2,3,1.0,2,69,0
39,4,0,0.1454606319187083,8,154,0
9,7,13,0.24306562518170552,6,174,0
4,7,9,0.8670359330119314,4,57,0
19,0,18,0.4960723349525232,13,1,0
52,5,4,0.20778193645069867,9,153,0
52,1,23,0.6582214048225757,1,131,0
17,0,22,0.1962321748239376,12,133,0
50,2,8,0.5627903652987699,11,173,0
24,2,17,0.5883780302499272,15,101,0
48,4,4,0.32732492788150436,13,33,0
16,0,1,0.46327323927290376,9,172,0
9,1,18,0.6615644405709229,9,148,0
33,3,7,0.23928851816291336,5,79,0
55,3,13,0.189706198958457,10,85,0
7,7,10,0.3498624225282103,7,169,0
47,2,8,0.0,0,152,0
13,0,19,0.1967427508228048,13,130,0
31,7,18,0.44783866801987937,2,116,0
8,4,12,0.449229770653926,0,78,0
57,4,7,0.3929333343076205,7,162,0
26,1,13,0.0,1,78,0
22,5,23,0.8164821382055445,17,62,0
31,5,8,0.6929125551932032,2,9,0
12,2,18,0.1611147142009904,7,11,0
10,5,6,0.6652120735547726,4,59,0
38,1,18,0.049982251217178905,11,97,0
27,0,13,0.4697076499750872,2,146,0
48,5,5,0.9160757816751474,0,162,0
24,0,21,0.5685445857396525,11,74,0
42,3,18,0.7249552118767586,11,159,0
41,7,12,0.7598994997211972,4,115,0
48,6,3,0.3205963838546526,5,165,0
24,1,21,0.35648964719925336,12,7,0
43,7,3,0.10803002126271728,14,32,0
45,1,13,0.7373215536431077,14,136,0
35,5,9,0.33720705530115924,3,38,0
37,0,15,0.5823838240452813,9,154,0
10,0,12,0.8870231567014855,3,1,0
35,1,21,1.0,6,160,0
29,1,10,0.6122637105294142,6,139,0
24,1,22,0.4726446835769333,8,92,0
16,0,7,0.2974145365638858,9,167,0
3,2,13,0.6199768179631584,1,40,0
18,1,23,0.6625549037685218,7,107,0
49,0,6,0.33447027459840045,4,185,0
9,3,21,0.5955670841366304,9,105,0
47,5,16,0.2789635467830528,11,100,0
31,0,8,0.49967004516199526,7,132,0
20,0,18,0.6353860857924939,8,106,0
11,1,20,0.6906796759616757,0,114,0
37,6,19,0.9593085161385313,14,163,0
15,4,12,0.1582105754037492,3,90,0
28,2,6,0.653738405839275,9,42,0
29,1,7,0.16549527289208738,1,81,0
54,6,5,0.733844578153931,0,57,0
44,6,5,0.8972454821423891,2,168,0
37,6,5,0.3676873965247398,12,57,0
57,0,18,0.417218813032201,9,153,0
49,7,4,0.28961734506303244,4,82,0
15,0,15,0.8637978965674,15,32,0
37,0,17,0.7476192093721882,13,41,0
8,7,5,0.6998021563689645,1,66,0
30,4,12,0.6075019016876481,8,21,0
61,3,4,0.6570049570053551,4,147,0
36,1,7,0.8679305661667949,5,92,0
24,7,4,0.8807457878605678,13,49,0
18,0,7,0.5960161132377513,9,178,0
15,7,18,0.5820115965207854,2,131,0
19,5,14,0.2454228504749454,7,130,0
27,1,21,0.8417557360827704,3,165,0
45,4,8,0.4940978496132787,6,167,0
48,7,3,0.30861433477981276,2,14,0
16,7,22,0.5036697743557922,16,28,1
45,2,9,0.6359830172100323,4,111,0
23,0,22,0.26897225779444334,15,1,0
47,1,17,0.43803446128826573,2,154,0
42,0,13,0.9908478436596827,4,83,0
19,3,16,0.8447580108040089,17,42,0
48,5,12,0.8454804151338294,11,101,0
41,1,22,0.9352588859567207,9,19,0
11,3,16,0.5410089561757383,3,129,0
6,4,9,0.4733751406574821,6,59,0
49,3,13,0.04024649769010255,10,167,0
16,6,14,0.895013959470607,7,191,0
35,0,7,0.8034447133009425,0,147,0
26,2,7,0.30669178964680155,3,64,0
2,6,5,0.15416984393658378,2,63,0
26,3,5,0.23144910558624712,6,171,0
4,7,14,0.38550545087503235,0,42,0
44,3,3,0.5795364591965905,0,119,0
60,0,22,0.1801461049859195,10,97,0
30,0,22,0.47173858317397777,7,83,0
50,2,16,0.5341959596880699,0,50,0
46,0,18,0.45845673138900855,5,51,0
20,4,12,0.2117041603084685,0,118,0
42,3,4,0.6160196843772057,1,100,0
45,7,17,0.44744570298662334,11,110,0
33,6,14,0.7867092637514473,4,26,0
22,7,14,0.492325636473133,8,77,0
37,2,23,0.321028566591839,8,71,0
30,7,14,0.5906940151174777,7,58,0
35,7,19,0.4464705927834642,13,181,0
12,1,6,0.2445666761177162,11,74,0
29,6,15,0.6364504506631357,1,119,0
45,4,23,0.24907901122398357,12,104,0
62,0,14,0.946529774761704,15,35,0
24,0,23,0.4110767321038298,9,54,0
49,6,10,0.8892214431885684,10,162,0
22,3,16,0.3804895490608431,6,141,0
15,0,23,0.8534977305089203,1,143,0
51,6,15,0.1655950379509862,14,56,0
9,4,21,0.05348239375011693,8,60,0
28,5,9,0.4372756484296344,1,163,0
29,6,23,0.4223219204050942,12,91,0
65,1,9,0.5174443111542352,7,58,0
51,4,8,0.3993452286913816,0,152,0
23,0,16,0.3698713464297825,8,102,0
5,7,12,0.7256548235261734,0,49,0
36,1,9,0.9202669258770508,2,184,0
14,0,22,0.28528912650787175,13,1,0
50,4,4,0.4098735895912353,0,150,0
13,1,15,0.815193699030858,4,134,0
0,0,15,0.4693915702263124,0,75,0
61,1,22,0.0,11,89,0
16,4,11,0.4971589321887756,16,81,0
43,1,8,0.6233774236323588,2,135,0
30,5,17,0.5799611340490723,11,65,0
15,0,19,0.3433366453710209,11,135,0
11,4,10,0.42209202959553493,10,153,0
44,5,19,0.7394935382306053,12,168,0
40,7,6,0.9124149442600259,5,5,0
29,7,18,0.5629808060708451,13,156,0
11,1,3,1.0,10,99,0
17,0,5,0.9742327229587289,11,92,0
23,0,15,0.8001062357311811,17,42,0
25,0,22,0.0,11,98,0
31,7,7,0.5204061014825346,0,29,0
16,3,3,0.6476178505207035,14,9,0
30,6,6,0.7164100736016491,6,74,0
18,0,17,0.07241445379753847,18,137,0
49,5,9,0.9167806080193404,0,44,0
18,1,23,0.6724359054825001,12,163,0
32,0,17,0.7910002681709343,3,166,0
4,2,18,1.0,4,17,0
41,4,23,0.5611694327232197,7,83,0
57,3,21,0.8539289219654596,5,139,0
15,0,16,0.8615077311757953,1,17,0
7,3,5,0.6971543173147849,7,53,0
24,1,7,0.9909611207855187,8,160,0
10,5,6,1.0,8,29,0
37,3,2,0.29721390577495566,6,69,0
59,0,18,0.8031944962115142,4,136,0
59,1,18,0.7829663434107179,6,116,0
7,5,20,0.4871989575385458,0,25,0
44,4,21,0.8076638914837229,8,137,0
49,0,12,0.5237496319321221,6,162,0
55,7,22,0.020866434430926922,4,1,0
38,0,6,0.6077048715065179,2,141,0
31,6,21,0.5218745142898281,14,165,0
11,7,8,0.4765546303653284,6,68,0
55,7,6,0.5350487545589697,1,139,0
62,1,5,0.9977949649088895,0,147,0
23,4,5,0.6983089955949321,9,20,0
9,0,20,0.15203141328928318,9,11,0
45,2,4,0.948160998564402,9,57,0
17,6,6,0.8879329116375015,5,162,0
24,4,19,0.9475722126479379,5,159,0
45,7,15,0.45189519053218286,9,83,0
16,0,17,0.17494058481692837,16,130,0
16,3,6,0.31230795519773014,7,149,0
34,7,11,0.9319594729348295,0,49,0
18,6,14,0.9023210145457061,5,118,0
15,3,18,0.4915834146761898,14,22,0
61,0,10,0.8361368170469491,11,10,0
57,6,13,0.13072219841688032,14,34,0
25,3,7,0.0,9,168,0
23,4,10,0.4852874284559004,6,144,0
16,4,16,0.7578811164565047,10,164,0
64,6,20,0.19265977708226328,8,1,0
28,2,8,0.41204673825295335,9,54,0
58,4,9,0.3879090601653455,2,122,0
6,3,18,0.7607725443689083,0,1,0
43,5,10,0.9057595037511892,17,134,0
1,5,7,0.6024509616755497,1,61,0
5,2,16,0.0786262883208945,5,7,0
17,4,16,0.9156760451316625,0,175,0
12,2,20,0.3412185260785664,4,118,0
55,0,20,0.42529096566690294,2,109,0
55,2,13,0.8052379907076221,9,140,0
5,7,4,0.6037138599817008,5,69,0
38,7,8,0.7980953929866348,1,27,0
13,5,5,0.06833346154536818,10,82,0
11,4,5,0.7478019767313154,9,33,0
23,1,10,0.20352174601435297,0,88,0
32,7,9,0.6816743855256168,5,103,0
32,1,20,0.5866113575794404,11,110,0
38,7,21,0.2883700408972458,0,76,0
47,5,7,0.37246944837379437,3,69,0
37,5,8,0.2677612022243203,11,48,0
15,2,11,0.5306126722126915,4,69,0
27,7,6,0.8945728264344442,10,40,0
13,5,22,0.6920419241742589,9,65,0
38,6,7,0.7623103035528894,9,1,0
40,0,6,0.9240410505881184,4,108,0
48,4,2,0.1932445451251056,4,89,0
37,0,9,0.9190830756741686,3,45,0
47,1,23,0.41096716582578685,8,96,0
37,2,23,0.8459373535058607,1,122,0
27,0,22,0.7724720350455584,3,117,0
42,6,18,0.3848066621788509,8,83,0
33,7,12,0.3293893863545926,0,28,0
54,4,18,0.8253377832973503,15,172,0
17,0,11,0.4801035609952441,1,76,0
49,7,13,0.996008080565578,12,154,0
31,3,10,0.3496782881283298,3,86,0
60,2,10,0.7788877911588202,16,38,0
4,1,18,1.0,4,184,0
19,6,15,0.6741789700034178,0,135,0
61,0,15,0.8764926717379192,18,21,0
10,2,18,0.7031217381106117,3,6,0
37,6,21,0.7143451751638136,6,140,0
22,0,16,0.8566359827271572,14,39,0
12,6,10,0.9372273672343332,6,171,0
56,4,13,0.7856039678768777,7,133,0
29,4,17,1.0,8,162,0
48,3,5,0.383842998901692,3,160,0
3,7,14,0.6434366719492665,3,49,0
9,7,7,1.0,9,36,0
40,5,14,1.0,12,171,0
10,0,8,0.51276270891532,7,110,0
9,4,17,0.6747562420533876,9,51,0
45,5,3,0.2969477744883723,2,18,0
34,6,22,0.6976482400026923,6,122,0
33,3,8,0.38345429288906996,4,66,0
13,1,10,0.9075881094082215,6,21,0
29,1,3,0.5032361163816542,1,126,0
42,2,4,0.6785820162939237,11,31,0
47,1,10,0.2935347488673977,2,152,0
4,6,20,0.91887438510034,4,15,0
58,3,7,1.0,1,50,0
6,6,10,0.583472636897115,6,64,0
13,7,13,0.7056113015779838,7,151,0
34,3,20,0.9111058279540174,10,177,0
9,4,15,0.47376213815581975,9,170,0
27,2,9,0.44036005510206133,3,69,0
17,3,9,0.7286434740948279,14,93,0
51,5,7,0.5258096808878697,0,142,0
7,0,20,0.6998134742053774,0,89,0
65,3,11,0.2705022027520942,12,68,0
6,0,18,0.7763481504391102,0,106,0
35,7,9,0.33493074438454923,0,50,0
45,6,17,0.4222813206587998,10,74,0
10,0,21,0.6289372256531863,2,7,0
33,0,6,0.9997131285421127,0,15,0
12,5,8,0.6800038983639922,11,104,0
46,6,14,0.15542678674558638,6,157,0
16,6,23,0.49042273353144067,16,25,1
12,7,11,0.48555571495013006,9,179,0
60,5,7,0.9388620774007211,1,54,0
48,3,9,0.15845122719878763,0,129,0
59,2,21,0.6554561180815248,14,135,0
46,4,23,0.33745716261639375,6,98,0
0,0,19,0.52653927147739,0,90,0
44,7,21,0.2680521347128889,0,74,0
16,3,23,0.12640962415069237,11,53,0
18,1,17,0.1922800352301257,11,139,0
25,2,17,0.2568427569563039,5,157,0
37,0,6,0.7886890981092035,5,168,0
32,0,20,0.2524215169855413,13,154,0
53,2,14,0.8890022222346754,1,5,0
45,0,6,0.665367409466689,0,132,0
12,4,20,0.992656992169637,3,145,0
5,0,15,0.9372756062332994,5,117,0
63,0,17,0.14681821296004308,12,67,0
29,2,13,0.6492960335499368,14,116,0
39,6,23,0.2966865955528019,5,68,0
39,2,6,0.887644428353076,8,138,0
27,3,16,0.42287337305400274,2,148,0
36,0,21,0.6893686963423055,4,186,0
50,3,20,0.5586371495581358,6,69,0
0,0,21,0.7986081312249315,0,77,0
15,1,23,0.8715853510061803,4,138,0
45,7,15,0.3337743841281971,11,92,0
48,2,17,0.7092704843913216,3,57,0
19,3,18,0.9807404030822984,5,166,0
15,0,16,1.0,15,33,0
12,0,17,1.0,0,75,0
7,4,9,0.4154820252244536,7,77,0
44,6,14,0.8774711547423626,2,132,0
21,2,16,0.5700063212268924,0,167,0
28,1,23,0.5387443153440371,11,76,0
6,3,15,0.34615908144080426,6,115,0
23,1,19,0.21244866126135625,6,10,0
44,5,10,0.9973335177624987,11,158,0
36,4,8,0.9019748010364831,5,27,0
14,4,6,0.33238069005385457,6,165,0
53,7,15,0.6320181605495131,5,62,0
62,7,21,0.9761444334538593,5,169,0
42,4,3,0.783010401959363,8,32,0
40,0,21,0.8586967449795292,5,107,0
11,5,4,0.0732345303138818,11,80,0
18,0,7,0.030236867630024644,1,70,0
17,2,20,0.22219890332703304,10,27,0
21,5,18,0.9149802288719606,0,159,0
